Word,tfidf
گناهان,1.0257408690029203e-05
نکرده,0.0
می‌کنم,0.0
‏سردم,1.3896282332820331e-05
ميشه,0.0
نميتونم,0.0
درس,0.0
بخونم,0.0
مجبورم,0.0
اتاقو,1.0257408690029203e-05
گرم,0.0
كنم،,1.5386113035043807e-05
ميكنم,0.0
خوابم,0.0
ميگيره,2.564352172507301e-05
نباید,0.0
بهشون,0.0
خوبی,0.0
😒,5.128704345014602e-06
‏خائن,1.3896282332820331e-05
بودن,0.0
راحته,0.0
‏دختری,4.1688846998461e-05
پسرش,0.0
میگه,0.0
رستوران,0.0
چیه,0.0
؟,0.0
بریم,0.0
فلافلی,0.0
بنظرم,0.0
سطح,0.0
فواصل,1.3896282332820331e-05
متناسب,0.0
کیسه,0.0
بوکس,0.0
نصب,0.0
کلی,0.0
دعوا,0.0
جامعه,0.0
صد,0.0
تک,0.0
ستاره,0.0
موسیقی,0.0
ایران,0.0
سیاره,0.0
جدیدا,0.0
کشف,0.0
اینترنت,0.0
داره؟,0.0
زور,0.0
الکی,0.0
نزنین,5.128704345014602e-06
نمیایما,1.3896282332820331e-05
كاش,0.0
يه,0.0
دستگاه,0.0
بسازن,5.128704345014602e-06
ظرفيت,1.3896282332820331e-05
هر,0.0
آدمى,1.3896282332820331e-05
صفر,0.0
نشونمون,2.7792564665640662e-05
بده,0.0
بفهميم,1.3896282332820331e-05
بايد,0.0
بها,0.0
بديم,1.5386113035043807e-05
طرف,0.0
کاش,0.0
فیروز,1.0257408690029203e-05
نادری,1.0257408690029203e-05
بیاد,0.0
بره,0.0
حموم؛,1.3896282332820331e-05
حوصله‌ی,5.128704345014602e-06
دوش,0.0
ميگم,0.0
بحث,0.0
مورد,0.0
حذف,0.0
اعدام,0.0
كم,0.0
زوده,1.3896282332820331e-05
اول,0.0
اين,0.0
كنيم,7.180186083020443e-05
آيا,1.3896282332820331e-05
تصادف,0.0
ماشينامون,1.3896282332820331e-05
پياده,0.0
بشيم,0.0
همديگه,2.7792564665640662e-05
كتك,1.3896282332820331e-05
بزنيم,1.3896282332820331e-05
يا,0.0
تمرین,0.0
رانندگی,0.0
فوق,0.0
العاده,0.0
لیموزین,1.3896282332820331e-05
هنرهاي,1.3896282332820331e-05
مرتضي,1.3896282332820331e-05
خواننده,0.0
پلنگه,1.3896282332820331e-05
قشنگه،,0.0
اينه,0.0
تنها,0.0
ايه,1.3896282332820331e-05
كلمه,1.0257408690029203e-05
علي,1.3896282332820331e-05
الخصوص,5.128704345014602e-06
آهنگش,5.128704345014602e-06
استفاده,0.0
كرده,0.0
همینطور,0.0
معیاراتون,1.3896282332820331e-05
ازدواج,0.0
میگید،,1.3896282332820331e-05
نگاه,0.0
آیینه,5.128704345014602e-06
خودتون,0.0
بندازید,1.5386113035043807e-05
امیدوارم,0.0
حرفایی,1.0257408690029203e-05
روزای,0.0
اتفاق,0.0
پلاسکو,2.0514817380058407e-05
تحریم,0.0
چهارشنبه,0.0
سوری,0.0
وحشی,0.0
بازیاش,1.3896282332820331e-05
میزدین,5.128704345014602e-06
یادتون,0.0
نره,0.0
رفتید,0.0
کفش,0.0
بخرید،,0.0
فروشنده,0.0
سایز,0.0
کوچیک,0.0
اصرار,0.0
ببر,0.0
بعدا,0.0
جا,0.0
بخوابون,1.3896282332820331e-05
گوشش,0.0
خودت,0.0
میدونی,0.0
چرا,0.0
زدی,0.0
میدونه,2.564352172507301e-05
خورده,0.0
هوا,0.0
يجورى,2.7792564665640662e-05
شده,0.0
هيچكس,3.0772226070087614e-05
نمى,0.0
دونه,0.0
چى,6.667315648518983e-05
لباس,0.0
بپوشه,0.0
آواتار,1.5386113035043807e-05
تلگرامش,8.3377693996922e-05
اینه,0.0
خوشحالی,0.0
یعنی,0.0
۴۷,2.7792564665640662e-05
تولدت,1.0257408690029203e-05
مامان,0.0
ویدیو,0.0
برام,0.0
فرستاده,0.0
۱۱۹,1.3896282332820331e-05
مگ,5.128704345014602e-06
نکته,0.0
غم,0.0
انگیزش,5.128704345014602e-06
اونجاست,1.5386113035043807e-05
حداقل,0.0
بار,0.0
اینو,0.0
نت,0.0
بازش,2.7792564665640662e-05
کرده,0.0
‏شما,0.0
عکس,0.0
خوشکل,5.128704345014602e-06
ایرانی,0.0
نشون,0.0
،,0.0
احتمال,0.0
99,0.0
منم,0.0
اینهمه,0.0
عمل,0.0
آرایش,0.0
میشم,0.0
نوستالژى,1.3896282332820331e-05
زمانیکه,5.128704345014602e-06
شناسناممونو,1.3896282332820331e-05
میذاشتیم,1.0257408690029203e-05
گِرو,1.3896282332820331e-05
فیلم,0.0
میگرفتیم,5.128704345014602e-06
کلوپ,1.0257408690029203e-05
دخترای,0.0
دوره‌ی,1.0257408690029203e-05
قاجار,0.0
جوری,0.0
میپوشیدن,1.3896282332820331e-05
زنگ,0.0
آخر,0.0
ورزش,0.0
داشتن,0.0
اصولا,1.0257408690029203e-05
نباس,1.3896282332820331e-05
فرصت,0.0
خودش,0.0
بیکار,0.0
شه،,0.0
وگرنه,0.0
یادش,0.0
میاد،,0.0
چیز,0.0
همه‌ی,0.0
چیزها,5.128704345014602e-06
میاد,0.0
درد,0.0
شروع,0.0
دزدای,5.128704345014602e-06
طلافروشی,5.128704345014602e-06
فردوسی,0.0
ایده,0.0
دزدی,0.0
سریال,0.0
فرار,0.0
زندان,0.0
گرفتیم,0.0
‏-دکتر,1.3896282332820331e-05
حالش,0.0
چطوره؟,0.0
باكلاسا,2.7792564665640662e-05
خيلي,0.0
كمه،من,2.7792564665640662e-05
زيدم,2.7792564665640662e-05
نون,0.0
باگت,4.1688846998461e-05
بردم،وسطش,2.7792564665640662e-05
ميگفتم,2.7792564665640662e-05
كيه,1.0257408690029203e-05
پشت؟تا,2.7792564665640662e-05
روشو,1.0257408690029203e-05
ميكرد,0.0
اونور,0.0
ميخوردم,1.0257408690029203e-05
سير,2.564352172507301e-05
شم,0.0
‏من,0.0
۷,0.0
کلیه,0.0
داشته,0.0
باشم,0.0
زندگیم,0.0
بیوفته,0.0
غلتک,1.3896282332820331e-05
همینطوری,0.0
نشستم,0.0
کامپیوتر,0.0
یکی,0.0
اسلحه,1.5386113035043807e-05
میزاره,0.0
سرم,0.0
مادرم,0.0
میگم,0.0
دین,0.0
ایمونم,2.7792564665640662e-05
زن,0.0
نمیخوام,0.0
اتفاقا,0.0
ایمون,4.1688846998461e-05
دوره,0.0
قرآنمون,1.3896282332820331e-05
هست,0.0
پنجه,5.128704345014602e-06
آفتاب,0.0
مشکل,0.0
وقتى,0.0
علاقمند,1.0257408690029203e-05
میشیم,0.0
فرض,0.0
میکنیم,0.0
بدون,0.0
زندگیمون,0.0
نمیگذره,0.0
خاطر,0.0
براى,0.0
موندن,0.0
کار,0.0
احمقانه,1.5386113035043807e-05
اى,0.0
‏یبار,5.128704345014602e-06
تونل,0.0
جیغ,0.0
بابام,0.0
زد,0.0
کنار,0.0
احترام,0.0
اورد,2.0514817380058407e-05
بیرون,0.0
دست,0.0
جیبش,1.5386113035043807e-05
یخورده,0.0
بقیه,0.0
بیا,0.0
خونواده‌ها,1.3896282332820331e-05
رفتار,0.0
دخترا,0.0
شوهرو,1.3896282332820331e-05
چشم,0.0
برگه‌ی,5.128704345014602e-06
آزادیشون,5.128704345014602e-06
نبینن,1.0257408690029203e-05
میفته,0.0
قیمه‌,1.3896282332820331e-05
ریختی,0.0
ماستا,1.3896282332820331e-05
‏یبارم,0.0
فامیلا,6.948141166410166e-05
داداشش,0.0
رفته,0.0
خانم,0.0
آشناهات,1.3896282332820331e-05
خوشگل,0.0
کدبانو,1.3896282332820331e-05
مثل,0.0
خودت،,0.0
نجیب,1.3896282332820331e-05
سراغ,0.0
داری؟,0.0
‏سایتای,2.7792564665640662e-05
اینجوری,0.0
عکسای,0.0
پروفایل,0.0
جمعین,1.3896282332820331e-05
اونی,0.0
ازهمه,2.7792564665640662e-05
زشت,0.0
تره,0.0
صاحب,0.0
اکانته,1.3896282332820331e-05
‏آدم,0.0
فضائيا,1.3896282332820331e-05
فال,0.0
حافظ,0.0
ميزنن,2.7792564665640662e-05
بيت,2.7792564665640662e-05
براشون,0.0
مياد,0.0
کسی,0.0
دوسش,0.0
داری,0.0
طولانی,0.0
قهر,0.0
نکن,0.0
میگیره,0.0
ساعت6,1.3896282332820331e-05
صبح,0.0
وخابالو,1.3896282332820331e-05
بیدار,0.0
ببینم,0.0
اینا,0.0
خواب,0.0
بوده،,0.0
لیوان,0.0
میخورم,0.0
میخوابم,0.0
رفیقتون,5.128704345014602e-06
گوشی,0.0
نو,0.0
خریده,0.0
مدت,0.0
مکالمات,0.0
هی,0.0
بگید,0.0
صدات,0.0
نمیاد,0.0
آنتن,1.5386113035043807e-05
نداری,0.0
قبل,0.0
عید,0.0
خوبیه,0.0
برین,0.0
کسایی,0.0
قبلا,0.0
ازشون,0.0
بدتون,1.0257408690029203e-05
میومده,1.5386113035043807e-05
یادآوری,0.0
کنید,0.0
هنوز,0.0
حس,0.0
دارین,0.0
هركسي,4.1688846998461e-05
نگين,1.3896282332820331e-05
رفيق,1.3896282332820331e-05
خيليا,1.0257408690029203e-05
ارزششو,5.128704345014602e-06
ندارن,0.0
والدین,0.0
خود,0.0
بیاموزید,0.0
ویدئویی,0.0
تلگرام,0.0
را,0.0
دانلود,0.0
نکنند،,1.3896282332820331e-05
کردند,0.0
نبینند,5.128704345014602e-06
دیدند,1.3896282332820331e-05
نشان,0.0
ندهند,5.128704345014602e-06
منتظرم,0.0
ماه,0.0
عسل,0.0
امسال,0.0
احسان,0.0
علیخانی,0.0
سیامک,1.3896282332820331e-05
انصاری,1.5386113035043807e-05
بپرسه,0.0
چی,0.0
نرفتی,0.0
توییتر,0.0
رفتیم,0.0
مهمونی,0.0
می,0.0
پریدن,1.0257408690029203e-05
بالا,0.0
پایین,0.0
ازخودشون,2.7792564665640662e-05
صدای,0.0
گوز,0.0
درمی,2.7792564665640662e-05
آوردن،ازیکی,1.3896282332820331e-05
پرسیدم,0.0
میگن؟,5.128704345014602e-06
کاکوبند,4.1688846998461e-05
میخونن,0.0
حفظی,1.3896282332820331e-05
توام,0.0
بخون,0.0
موبایل,0.0
داشت,0.0
فریاد,0.0
میزد,0.0
دهه,0.0
50ست،,1.3896282332820331e-05
عادی,0.0
صحبت,0.0
میکرد,0.0
60،,1.3896282332820331e-05
یواش,0.0
دهه70،,1.3896282332820331e-05
پچ,2.7792564665640662e-05
80,5.128704345014602e-06
بعده,5.128704345014602e-06
نقش,0.0
اقايون,1.3896282332820331e-05
خريد,0.0
عيد😁,1.3896282332820331e-05
توالت,0.0
خانه‌ی,5.128704345014602e-06
جایی,0.0
است,0.0
هیچ,0.0
غربتی,5.128704345014602e-06
بهش,0.0
ندارد,0.0
‏لعنت,1.0257408690029203e-05
بر,0.0
آلارمي,1.3896282332820331e-05
بي,0.0
موقع,0.0
شود,0.0
بهشت,0.0
صبحانه,0.0
کله,0.0
پاچه,0.0
میدن،,0.0
نهار,0.0
قرمه,0.0
سبزی،,1.0257408690029203e-05
شام,0.0
پیتزا,0.0
تفریح,0.0
خورشت,0.0
کرفس,0.0
خوردن,0.0
جهنمی,5.128704345014602e-06
هارو,0.0
‏وضعیت,0.0
سایه,0.0
خودم,0.0
وابسته,0.0
بشم,0.0
بفهمه،منو,1.3896282332820331e-05
میره,0.0
‏با,0.0
‏بعد,0.0
كار,0.0
توى,0.0
معدن,0.0
زندگى,0.0
كردن,0.0
خيلى,0.0
سخته,0.0
‏کم,1.0257408690029203e-05
فطرت,1.3896282332820331e-05
فحشه؟,1.3896282332820331e-05
‏واسه,0.0
خیلیا,0.0
سنگ,0.0
صبور,0.0
بودیم,0.0
پای,0.0
منفعت,5.128704345014602e-06
وسط،,1.3896282332820331e-05
سنگی,5.128704345014602e-06
پاشون,0.0
بیاد،,0.0
راهشون,5.128704345014602e-06
پرتمون,0.0
‏هرچقدر,1.3896282332820331e-05
سنمون,2.7792564665640662e-05
بالاتر,0.0
اینکه,0.0
اجتماعی,0.0
تر,0.0
بشیم,0.0
فرو,0.0
افسرده,0.0
بیحوصله,2.7792564665640662e-05
....,0.0
‏اونایی,0.0
ک,0.0
دنیای,0.0
مجازی,0.0
نتونستن,0.0
خوب,0.0
معتقدن,0.0
ب,0.0
دردی,0.0
نمیخوره,0.0
برن,0.0
شخصیت,0.0
مجازیشون,1.3896282332820331e-05
پیگیری,0.0
‏اونجایی,5.128704345014602e-06
خُرم,1.3896282332820331e-05
آن,0.0
کزین,1.3896282332820331e-05
منزل,0.0
ویران,1.0257408690029203e-05
بروم،,1.3896282332820331e-05
عین,0.0
دلگرمی,5.128704345014602e-06
می‌ریزی,1.3896282332820331e-05
‏هر,0.0
وقت,0.0
خواستین,5.128704345014602e-06
آدمارو,1.5386113035043807e-05
سلول,0.0
هاتون,0.0
بشناسین،,1.3896282332820331e-05
وسط,0.0
بیاید,0.0
شیک,0.0
مجلسی,0.0
خبیثشون,1.3896282332820331e-05
میدن,0.0
باشی,0.0
اونم,0.0
دوستت,0.0
تعجب,0.0
داره,0.0
نهایت,0.0
خونمون,0.0
خالیه,0.0
‏تنها,0.0
راهی,0.0
میتونم,0.0
قرض,0.0
بدهی,5.128704345014602e-06
هام,0.0
صاف,0.0
بمیرم,0.0
لش,0.0
تخت,0.0
بيدار,0.0
شدن,0.0
بهترين,4.6158339105131414e-05
لشينگاي,1.3896282332820331e-05
دنياست,1.3896282332820331e-05
سری,0.0
بابابزرگم,0.0
اومدگفت,5.128704345014602e-06
حمید,0.0
نمیخوای,0.0
کنی؟دوست,1.3896282332820331e-05
دارم,0.0
نتیجه,0.0
هامو,1.0257408690029203e-05
میگفت,0.0
بدی,0.0
دامپزشکی,0.0
مریضت,1.3896282332820331e-05
نمیگه,0.0
کجاش,5.128704345014602e-06
حیوونا,1.0257408690029203e-05
راحتتر,0.0
بعضی,0.0
آدماس,1.3896282332820331e-05
مواد,0.0
محترقه,0.0
بهترین,0.0
آنالیز,5.128704345014602e-06
شخصیتی,0.0
فرد،,1.3896282332820331e-05
دوستان,0.0
نزدیکشه,5.128704345014602e-06
بچه‌های,2.0514817380058407e-05
درسشونو,1.3896282332820331e-05
انلاین,0.0
پیانو,0.0
پلی,0.0
استیشن,0.0
بازی,0.0
بین,0.0
انگشتمون,1.3896282332820331e-05
غده,1.0257408690029203e-05
درمیومد,1.3896282332820331e-05
مشق,1.3896282332820331e-05
داشتیم,0.0
همیشه,0.0
دستفروشی,5.128704345014602e-06
بخر,0.0
همینکه,0.0
نرفته,2.0514817380058407e-05
آبروییه,1.3896282332820331e-05
میتونه,0.0
خستگی,0.0
بشوره,0.0
ببره,0.0
آجیلاس,1.3896282332820331e-05
اتوبوس,0.0
نفر,0.0
بغلیش,1.0257408690029203e-05
ابتدای,0.0
بلوار,0.0
لاله,0.0
شو.میشه,1.3896282332820331e-05
راهنماییم,1.3896282332820331e-05
کنید؟,0.0
حتی,0.0
توی,0.0
ایستگاه,0.0
کل,0.0
صندلی,0.0
مترو,0.0
بشه,0.0
امکان,0.0
بشینم,0.0
احتمالا,0.0
سالمندان,0.0
اردو,1.0257408690029203e-05
ببرن,0.0
کارموقعی,1.3896282332820331e-05
بد,0.0
بنظر,0.0
دیگران,0.0
بخودت,1.3896282332820331e-05
میرسه,0.0
میتونی,0.0
راحت,0.0
توجیهش,1.3896282332820331e-05
کنی,0.0
بچه,0.0
فامیلمون,0.0
دنیا,0.0
اومده,0.0
واسش,0.0
12میلیون,1.3896282332820331e-05
سیسمونی,5.128704345014602e-06
.اونوقت,1.3896282332820331e-05
3,0.0
سالگی,0.0
بیمارستان,0.0
گرو,1.0257408690029203e-05
بیارن,0.0
داستان,0.0
اونجا,0.0
خراب,0.0
بزرگتر,0.0
شدیم,0.0
آرزوشو,1.3896282332820331e-05
شايد,0.0
حالم,0.0
نتونم,0.0
بخندم،,1.3896282332820331e-05
يادم,1.5386113035043807e-05
نميره,1.5386113035043807e-05
كی,1.3896282332820331e-05
سعی,0.0
بخندونتم,1.3896282332820331e-05
اجازه,0.0
نمیدم,0.0
اینطور,0.0
شه,0.0
نمیشه,0.0
۲۲,0.0
بهمن,1.5386113035043807e-05
جمعه,0.0
شهادت,0.0
پنج‌شنبه,1.3896282332820331e-05
عیدم,1.3896282332820331e-05
تابستون,0.0
😒😒,1.3896282332820331e-05
خواستیم,0.0
نیمه,0.0
گمشدمونو,1.3896282332820331e-05
خودمونم,1.0257408690029203e-05
گم,0.0
کردیم,0.0
گفتنا,1.3896282332820331e-05
دهنمون,5.128704345014602e-06
فکرمون,1.3896282332820331e-05
بیفته,0.0
انتخاب,0.0
دختر/دوست,1.3896282332820331e-05
پسر,0.0
سايز,4.1688846998461e-05
كمد,1.3896282332820331e-05
اتاقتون,2.7792564665640662e-05
نظر,0.0
بگيرين,1.3896282332820331e-05
قیامت,2.0514817380058407e-05
خدا,0.0
میزش,5.128704345014602e-06
نشسته,0.0
نامه,0.0
میبینه,0.0
عینکشو,5.128704345014602e-06
میاره,0.0
یکم,0.0
چشماشو,0.0
میمالونه,1.3896282332820331e-05
بغلم,1.5386113035043807e-05
تف,0.0
زندگی‌ای,5.128704345014602e-06
درستش,0.0
جوونی,0.0
پولدار,0.0
کم,0.0
میدادیم,0.0
،نه,5.128704345014602e-06
بدست,0.0
بیاریم,0.0
جوونیمون,1.3896282332820331e-05
يهو,0.0
مياي,1.0257408690029203e-05
ميبيني,4.1688846998461e-05
شدي,1.3896282332820331e-05
اوني,1.5386113035043807e-05
نميخواستي,1.3896282332820331e-05
اينكه,0.0
اشرف,0.0
مخلوقاته,1.3896282332820331e-05
معنى,2.7792564665640662e-05
نيست,0.0
حاليشه،,1.3896282332820331e-05
صرفا,0.0
يعنى,1.0257408690029203e-05
ساير,1.3896282332820331e-05
مخلوقات,0.0
اعم,5.128704345014602e-06
خر,0.0
گاو,0.0
گوسفند,0.0
يك,0.0
مقدار,0.0
بيشتر,0.00010770279124530664
مى,0.00014360372166040885
فهمه,5.128704345014602e-06
کلمه,0.0
سلبریتی,1.0257408690029203e-05
ساسی,0.0
